2018-01-02T18:23:21.87,1685098,1685537,1683236,77461.1003189,8732.50526261
2018-01-02T18:23:23.4,1685099,1685098,1683236,77461.3333189,8732.50626261
2018-01-02T18:23:24.12,1685535,1683235,1683958,77461.88661524,8732.50955895
2018-01-02T18:23:25.43,1685535,1683235,1683959,77469.30711524,8732.50955895
2018-01-02T18:23:25.993,1685550,1683235,1683959,77470.16931524,8732.50955895
2018-01-02T18:23:27.073,1685100,1683235,1683963,77470.30047124,8732.50955895
2018-01-02T18:23:28.133,1685010,1685550,1683963,77469.89776352,8732.40955895
2018-01-02T18:23:29.073,1685535,1685550,1683963,77470.44236352,8732.40955895
2018-01-02T18:23:30.227,1685535,1685550,1683998,77469.36536352,8732.40955895
2018-01-02T18:23:31.12,1685535,1683998,1685098,77469.67406352,8732.72525895
2018-01-02T18:23:32.133,1686425,1686426,1685098,77467.35906352,8732.91525895
2018-01-02T18:23:34.23,1685622,1685098,1685098,77465.1920562,8732.45425163
2018-01-02T18:23:34.447,1685621,1685098,1685098,77465.4120562,8732.45425163
2018-01-02T18:23:35.137,1685621,1685098,1683963,77467.78968713,8732.03588256
2018-01-02T18:23:35.137,1685621,1685098,1683963,77468.62068713,8732.03588256
2018-01-02T18:23:36.62,1685620,1685098,1683963,77471.57884863,8732.03588256
2018-01-02T18:23:37.667,1685619,1685620,1683963,77474.41600493,8731.95089256
2018-01-02T18:23:39.12,1686611,1685620,1685950,77474.73000493,8732.23089256
2018-01-02T18:23:39.747,1686611,1685950,1685950,77473.99850493,8732.35089256
2018-01-02T18:23:40.7,1686611,1685950,1685950,77475.29250493,8733.65089256
2018-01-02T18:23:42.433,1686691,1685950,1685080,77475.09250493,8733.45089256
2018-01-02T18:23:43.6,1686954,1686956,1685080,77472.19550493,8734.15089256
2018-01-02T18:23:44.27,1686467,1686956,1685080,77470.94880493,8734.15089256
2018-01-02T18:23:45.333,1686466,1686956,1685080,77469.85580398,8734.14089161
2018-01-02T18:23:45.833,1686466,1686956,1685081,77468.94180398,8734.14089161
2018-01-02T18:23:47.35,1684873,1684873,1684000,77470.10515783,8734.59224521
2018-01-02T18:23:48.74,1686466,1686466,1685081,77469.99515783,8734.89524521
2018-01-02T18:23:48.99,1686465,1686466,1685081,77470.89615683,8734.88524421
2018-01-02T18:23:49.7,1686380,1686465,1684000,77474.22585683,8735.06524421
2018-01-02T18:23:50.73,1686379,1686380,1684000,77472.35485683,8735.11424421
2018-01-02T18:23:51.95,1686379,1686380,1684002,77474.64140963,8734.90524331
2018-01-02T18:23:53.543,1686425,1686380,1685081,77476.14140963,8734.80524331
2018-01-02T18:23:53.543,1686425,1686380,1685081,77475.71040963,8734.80524331
2018-01-02T18:23:55.03,1687058,1687058,1685082,77476.79430883,8736.38124251
2018-01-02T18:23:56.357,1687057,1687058,1685098,77476.70120883,8736.18124251
2018-01-02T18:23:57.013,1687057,1687058,1685099,77478.74814218,8734.18124251
2018-01-02T18:23:58.577,1690618,1687058,1685100,77480.27470883,8734.18124251
2018-01-02T18:23:58.967,1690618,1685098,1685101,77482.51718779,8736.18872147
2018-01-02T18:24:00.29,1687248,1687248,1685102,77483.59819377,8737.28972745
2018-01-02T18:24:00.57,1687247,1687248,1685102,77482.34719377,8737.28972745
2018-01-02T18:24:02.15,1686379,1687248,1685102,77482.74619448,8736.28972745
2018-01-02T18:24:03.33,1686378,1685100,1685599,77484.20109448,8736.78972745
2018-01-02T18:24:04.267,1686793,1685100,1685599,77484.84109473,8736.78972745
