2017-12-24T03:08:34.34,1700000,1700000,1698106,122259.09160536,25991.20312488
2017-12-24T03:08:35.28,1700000,1698000,1698107,122256.02847406,25992.25399358
2017-12-24T03:08:36.043,1700000,1698107,1698107,122253.63197406,25992.45399358
2017-12-24T03:08:36.747,1700000,1700000,1698107,122253.80617406,25992.46399358
2017-12-24T03:08:38.31,1699399,1700000,1699395,122251.07645918,25989.2489787
2017-12-24T03:08:39.327,1699995,1699399,1699405,122250.79784646,25988.19436598
2017-12-24T03:08:39.983,1699995,1699399,1699405,122247.59237406,25986.32189358
2017-12-24T03:08:41.017,1699995,1699395,1698535,122246.75899522,25985.99102474
2017-12-24T03:08:42.47,1699907,1699395,1698400,122246.12101099,25985.37544051
2017-12-24T03:08:43.733,1699907,1699907,1698400,122245.95501099,25985.36544051
2017-12-24T03:08:44.78,1699906,1699907,1698400,122244.9109531,25985.36138262
2017-12-24T03:08:45.94,1699905,1699907,1698100,122244.9038431,25985.36138262
2017-12-24T03:08:46.313,1699904,1699907,1698100,122245.3509531,25985.36138262
2017-12-24T03:08:47.617,1699718,1699999,1698100,122244.83147529,25984.66300881
2017-12-24T03:08:48.353,1699717,1699999,1698100,122242.7249591,25983.91149262
2017-12-24T03:08:50.12,1699717,1699717,1698118,122243.2639591,25984.01149262
2017-12-24T03:08:50.34,1699717,1699717,1698118,122243.1589591,25984.01149262
2017-12-24T03:08:51.573,1699717,1699717,1698118,122241.7994591,25984.01199262
2017-12-24T03:08:52.823,1699746,1699717,1698146,122242.9184591,25984.00099262
2017-12-24T03:08:54.45,1699746,1699717,1698146,122242.8744014,25983.97393492
2017-12-24T03:08:55.433,1699745,1699717,1698118,122242.9287014,25983.97393492
2017-12-24T03:08:55.87,1699745,1699717,1698147,122240.9307014,25983.97393492
2017-12-24T03:08:57.137,1699745,1699717,1698118,122241.1744014,25983.97393492
2017-12-24T03:08:57.92,1699745,1699745,1698118,122239.9244014,25984.86393492
2017-12-24T03:08:59.373,1699745,1699745,1698118,122240.77245683,25984.48169035
2017-12-24T03:09:00.72,1699745,1698400,1698118,122243.01766098,25984.0458945
2017-12-24T03:09:00.923,1700000,1700000,1698118,122241.04286098,25985.6528945
2017-12-24T03:09:02.707,1701399,1700585,1700585,122241.22157172,25985.37440524
2017-12-24T03:09:03.4,1701000,1700585,1700585,122236.71707172,25982.37340524
2017-12-24T03:09:04.363,1701000,1700585,1700585,122237.20167072,25982.35870524
2017-12-24T03:09:05.787,1701400,1701400,1699746,122236.80587793,25982.16341269
2017-12-24T03:09:06.147,1701400,1701400,1699746,122237.11587793,25982.14541269
2017-12-24T03:09:07.35,1702000,1701400,1701400,122236.48694394,25981.11027868
2017-12-24T03:09:08.407,1702000,1701400,1701400,122234.55344485,25981.13017868
2017-12-24T03:09:10.147,1700585,1700585,1699747,122234.96564485,25981.17337868
2017-12-24T03:09:11.177,1703000,1702000,1702147,122235.26551084,25981.37924467
2017-12-24T03:09:12.223,1703564,1703564,1702147,122234.25981084,25981.14154467
2017-12-24T03:09:12.537,1703800,1703800,1702147,122237.20481084,25982.02554467
2017-12-24T03:09:14.477,1703800,1703800,1702000,122237.15120132,25980.49144467
